Question,Answer
Kapan batas waktu penyelesaian Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 30 November 2025. Batas waktu pengajuan: Paling lambat 15 Desember 2025. Batas waktu penyelesaian: Paling lambat 15 Desember 2025. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa ketentuan penyelesaian oleh KPPN atau pihak berwenang untuk Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 30 November 2025. Batas waktu pengajuan: Paling lambat 15 Desember 2025. Batas waktu penyelesaian: Paling lambat 15 Desember 2025. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa keterangan khusus untuk Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 30 November 2025. Batas waktu pengajuan: Paling lambat 15 Desember 2025. Batas waktu penyelesaian: Paling lambat 15 Desember 2025. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa syarat atau kondisi tambahan pada Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 30 November 2025. Batas waktu pengajuan: Paling lambat 15 Desember 2025. Batas waktu penyelesaian: Paling lambat 15 Desember 2025. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa aturan yang berlaku terkait Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 30 November 2025. Batas waktu pengajuan: Paling lambat 15 Desember 2025. Batas waktu penyelesaian: Paling lambat 15 Desember 2025. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa itu Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Dokumen atau kegiatan apa saja pada Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Jelaskan jenis dokumen atau kegiatan untuk Penyelesaian Transaksi & Rekonsiliasi Eksternal.,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Kapan batas waktu pengajuan Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa batas waktu untuk satker atau agen dalam Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Sampai kapan Transaksi s.d. 31 Desember 2025 harus diajukan pada Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Kapan batas waktu penyelesaian Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa ketentuan penyelesaian oleh KPPN atau pihak berwenang untuk Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa keterangan khusus untuk Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa syarat atau kondisi tambahan pada Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa aturan yang berlaku terkait Penyelesaian Transaksi & Rekonsiliasi Eksternal?,Jenis dokumen/kegiatan: Transaksi s.d. 31 Desember 2025. Batas waktu pengajuan: Paling lambat 23 Januari 2026. Batas waktu penyelesaian: Paling lambat 23 Januari 2026. Keterangan: Penyelesaian Transaksi Keuangan dan BMN..
Apa itu LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Dokumen atau kegiatan apa saja pada LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Jelaskan jenis dokumen atau kegiatan untuk LPJ Bendahara.,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Kapan batas waktu pengajuan LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Apa batas waktu untuk satker atau agen dalam LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Sampai kapan Penyampaian LPJ Bendahara bulan Desember 2025 harus diajukan pada LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Apa keterangan khusus untuk LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Apa syarat atau kondisi tambahan pada LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Apa aturan yang berlaku terkait LPJ Bendahara?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara bulan Desember 2025. Batas waktu pengajuan: Paling lambat 3 Hari Kerja sebelum tanggal batas akhir rekonsiliasi UAKPA. Keterangan: LPJ Bendahara Penerimaan dan Bendahara Pengeluaran..
Apa itu Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Dokumen atau kegiatan apa saja pada Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Jelaskan jenis dokumen atau kegiatan untuk Laporan Keuangan UAPA.,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Kapan batas waktu pengajuan Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Apa batas waktu untuk satker atau agen dalam Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Sampai kapan Penyampaian Laporan Keuangan Tingkat UAPA harus diajukan pada Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Apa keterangan khusus untuk Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Apa syarat atau kondisi tambahan pada Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Apa aturan yang berlaku terkait Laporan Keuangan UAPA?,Jenis dokumen/kegiatan: Penyampaian Laporan Keuangan Tingkat UAPA. Batas waktu pengajuan: Paling lambat 28 Februari 2026. Keterangan: Disampaikan kepada Direktorat Jenderal Perbendaharaan c.q. Direktorat Akuntansi dan Pelaporan Keuangan..
Apa itu Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Dokumen atau kegiatan apa saja pada Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Jelaskan jenis dokumen atau kegiatan untuk Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat.,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Kapan batas waktu pengajuan Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Apa batas waktu untuk satker atau agen dalam Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Sampai kapan Pemutakhiran Proyeksi harus diajukan pada Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Apa keterangan khusus untuk Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Apa syarat atau kondisi tambahan pada Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Apa aturan yang berlaku terkait Proyeksi Penerimaan/Pengeluaran Pemerintah Pusat?,Jenis dokumen/kegiatan: Pemutakhiran Proyeksi. Batas waktu pengajuan: Paling lambat 28 November 2025. Keterangan: Disampaikan oleh tim koordinasi kepada Direktorat Pengelolaan Kas Negara..
Apa itu Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Dokumen atau kegiatan apa saja pada Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Jelaskan jenis dokumen atau kegiatan untuk Proyeksi Pengeluaran/Penerimaan (Satker BLU).,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Kapan batas waktu pengajuan Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Apa batas waktu untuk satker atau agen dalam Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Sampai kapan Penyusunan Proyeksi Bulanan (Okt s.d Des 2025) harus diajukan pada Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Apa keterangan khusus untuk Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Apa syarat atau kondisi tambahan pada Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Apa aturan yang berlaku terkait Proyeksi Pengeluaran/Penerimaan (Satker BLU)?,Jenis dokumen/kegiatan: Penyusunan Proyeksi Bulanan (Okt s.d Des 2025). Batas waktu pengajuan: Paling lambat hari kerja kelima bulan berkenaan. Keterangan: Dapat dimutakhirkan paling lambat hari kerja kesepuluh bulan berkenaan..
Apa itu Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Dokumen atau kegiatan apa saja pada Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Jelaskan jenis dokumen atau kegiatan untuk Pengajuan UP Tahun Anggaran 2026.,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Kapan batas waktu pengajuan Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Apa batas waktu untuk satker atau agen dalam Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Sampai kapan Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan) harus diajukan pada Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Apa keterangan khusus untuk Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Apa syarat atau kondisi tambahan pada Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
Apa aturan yang berlaku terkait Pengajuan UP Tahun Anggaran 2026?,Jenis dokumen/kegiatan: Penyampaian LPJ Bendahara Desember 2025 dan penyelesaian rekonsiliasi LK 2025 (jika SPM UP 2026 sudah diajukan). Batas waktu pengajuan: Paling lambat 5 Hari Kerja setelah pengajuan SPM UP 2026 dan paling lambat sesuai batas waktu dalam Perdirjen ini. Keterangan: Diperlukan jika LPJ dan rekonsiliasi belum selesai saat pengajuan permohonan UP 2026 (dengan melampirkan Surat Pernyataan KPA)..
